tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Munich,Alexandr Dolgopolov,Ivan Dodig,Ivan Dodig,Q,78,4,47,70,50,22,50,25,,,,,,,60,33,8,53,77,53,29,,33,,,,,,,66,40,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=5&p=D646
ATP World Tour Masters 1000 Madrid,Alexandr Dolgopolov,Robin Haase,Robin Haase,R64,117,10,55,75,51,30,48,0,,,,,,,64,32,8,71,69,62,25,,37,,,,,,,67,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=2&p=H756
London / Queen's Club,Alexandr Dolgopolov,Santiago Giraldo,Alexandr Dolgopolov,R32,89,18,55,82,47,29,52,66,,,,,,,66,37,4,59,70,50,17,,60,,,,,,,62,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=311&y=2013&r=3&p=D801
ATP World Tour Masters 1000 Rome,Alexandr Dolgopolov,Stan Wawrinka,Alexandr Dolgopolov,R32,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,,,,,,,0,0,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=3&p=D801
ATP World Tour Masters 1000 Rome,Alexandr Dolgopolov,Matteo Viola,Alexandr Dolgopolov,R64,64,5,47,91,48,40,51,100,,,,,,,68,46,1,64,60,42,8,,100,,,,,,,53,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=2&p=D801
ATP World Tour Masters 1000 Rome,Alexandr Dolgopolov,Novak Djokovic,Novak Djokovic,R16,61,4,55,53,61,21,38,0,,,,,,,57,27,5,69,78,58,46,,50,,,,,,,72,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=4&p=D643
Washington,Alexandr Dolgopolov,Somdev Devvarman,Somdev Devvarman,R32,82,5,48,70,42,19,57,33,,,,,,,56,28,9,51,80,62,29,,30,,,,,,,71,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=3&p=D616
ATP World Tour Masters 1000 Canada,Alexandr Dolgopolov,Kevin Anderson,Alexandr Dolgopolov,R64,104,5,42,78,49,29,50,57,,,,,,,61,46,9,46,70,39,21,,21,,,,,,,53,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=2&p=D801
ATP World Tour Masters 1000 Canada,Alexandr Dolgopolov,Tomas Berdych,Tomas Berdych,R32,77,2,50,66,53,19,46,14,,,,,,,60,31,9,54,80,53,33,,100,,,,,,,68,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=3&p=BA47
ATP World Tour Masters 1000 Cincinnati,Alexandr Dolgopolov,Ryan Harrison,Ryan Harrison,R64,74,9,60,78,55,15,44,0,,,,,,,69,20,10,61,84,70,21,,100,,,,,,,79,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=2&p=H940
