p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster,spw,spw_count
64,35,Richard Gasquet,$2.579,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 32,Tommy Robredo,FALSE,24,cluster_0,0.63,8
64,36,Lleyton Hewitt,$4.206,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,Andreas Seppi,FALSE,20,cluster_0,-0.17,6
80,38,Roger Federer,$2.460,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,Jo-Wilfried Tsonga,FALSE,52,cluster_4,-0.64,10
56,29,Rafael Nadal,$6.025,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,Stan Wawrinka,FALSE,27,cluster_2,0.68,8
72,28,Tomas Berdych,$1.815,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,Stan Wawrinka,FALSE,30,cluster_0,0.86,8
68,37,Novak Djokovic,$7.979,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Quarter Final,Stan Wawrinka,FALSE,33,cluster_3,-0.24,5
63,27,Tommy Robredo,$1.358,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,Stan Wawrinka,FALSE,34,cluster_2,1.44,15
73,40,Rafael Nadal,$2.424,Rafael Nadal,Jan 31 2014,Australian Open Slam,Semi Final,Roger Federer,FALSE,49,cluster_2,0.03,10
65,36,Tommy Robredo,$1.510,Tommy Robredo,Jan 31 2014,Australian Open Slam,Round of 32,Richard Gasquet,FALSE,14,cluster_2,0.09,3
73,50,Rafael Nadal,$7.098,Rafael Nadal,Jan 31 2014,Australian Open Slam,Round of 32,Gael Monfils,FALSE,15,cluster_2,-0.3,3
65,42,Rafael Nadal,$12.817,Rafael Nadal,Jan 31 2014,Australian Open Slam,Round of 16,Kei Nishikori,FALSE,38,cluster_1,-0.59,5
58,33,Tommy Haas,$1.530,Marin Cilic,Feb 3 2014,Zagreb,F,Marin Cilic,FALSE,22,cluster_1,0.66,6
63,45,David Ferrer,$3.571,David Ferrer,Feb 10 2014,Buenos Aires,S,Nicolas Almagro,FALSE,33,cluster_3,-0.22,5
59,35,Jeremy Chardy,$1.424,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,Nicolas Almagro,FALSE,34,cluster_4,1.05,12
59,23,Marin Cilic,$1.472,Tomas Berdych,Feb 10 2014,Rotterdam,F,Tomas Berdych,FALSE,23,cluster_2,1.56,10
58,28,Ernests Gulbis,$1.574,Tomas Berdych,Feb 10 2014,Rotterdam,S,Tomas Berdych,FALSE,24,cluster_2,1.74,11
55,16,Andreas Seppi,$1.132,Tomas Berdych,Feb 10 2014,Rotterdam,R32,Tomas Berdych,FALSE,27,cluster_2,2.28,12
64,40,Nicolas Almagro,$3.176,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,Jeremy Chardy,FALSE,28,cluster_3,-0.05,6
76,40,Tomas Berdych,$2.962,Tomas Berdych,Feb 10 2014,Rotterdam,F,Marin Cilic,FALSE,17,cluster_0,-0.04,7
66,20,Jo-Wilfried Tsonga,$2.619,Marin Cilic,Feb 10 2014,Rotterdam,R16,Marin Cilic,FALSE,20,cluster_4,0.57,5
77,40,Ernests Gulbis,$1.376,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,Juan Martin Del Potro,FALSE,10,cluster_4,-0.18,2
63,33,Gael Monfils,$1.584,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,Juan Martin Del Potro,FALSE,14,cluster_3,-0.15,2
74,30,Ernests Gulbis,$1.591,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,Grigor Dimitrov,FALSE,23,cluster_0,0.13,10
54,36,Nicolas Almagro,$1.357,David Ferrer,Feb 10 2014,Buenos Aires,S,David Ferrer,FALSE,46,cluster_3,2.06,19
80,38,Gael Monfils,$1.852,Gael Monfils,Feb 10 2014,Montpellier,F,Richard Gasquet,FALSE,10,cluster_3,-0.11,2
71,41,Tomas Berdych,$2.619,Tomas Berdych,Feb 10 2014,Rotterdam,S,Ernests Gulbis,FALSE,27,cluster_2,-0.15,8
60,22,Juan Martin Del Potro,$3.447,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,Ernests Gulbis,FALSE,28,cluster_3,1.1,11
69,25,Grigor Dimitrov,$2.575,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,Ernests Gulbis,FALSE,29,cluster_3,1.28,12
62,31,Fernando Verdasco,$1.853,Tommy Haas,Feb 10 2014,Rotterdam,R32,Tommy Haas,FALSE,19,cluster_4,0.25,4
66,41,Marin Cilic,$2.752,Marin Cilic,Feb 10 2014,Zagreb,F,Tommy Haas,FALSE,20,cluster_1,-0.88,5
61,20,Richard Gasquet,$2.096,Gael Monfils,Feb 10 2014,Montpellier,F,Gael Monfils,FALSE,10,cluster_1,0.17,1
79,33,Marin Cilic,$1.574,Marin Cilic,Feb 10 2014,Rotterdam,R16,Jo-Wilfried Tsonga,FALSE,48,cluster_4,-0.51,9
65,38,Marin Cilic,$3.571,Marin Cilic,Feb 17 2014,Delray Beach,F,Kevin Anderson,FALSE,29,cluster_1,-0.33,11
63,56,David Ferrer,$6.948,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,Jeremy Chardy,FALSE,27,cluster_0,-0.39,5
61,34,Kevin Anderson,$1.357,Marin Cilic,Feb 17 2014,Delray Beach,F,Marin Cilic,FALSE,13,cluster_1,0.22,3
61,25,John Isner,$1.470,Marin Cilic,Feb 17 2014,Delray Beach,S,Marin Cilic,FALSE,14,cluster_4,0.13,3
43,36,Jeremy Chardy,$1.145,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,David Ferrer,FALSE,41,cluster_0,2.38,13
68,22,Jo-Wilfried Tsonga,$2.327,Ernests Gulbis,Feb 17 2014,Marseille,F,Ernests Gulbis,FALSE,23,cluster_3,0.55,3
56,22,Richard Gasquet,$2.178,Ernests Gulbis,Feb 17 2014,Marseille,S,Ernests Gulbis,FALSE,24,cluster_3,0.65,4
75,38,Marin Cilic,$2.971,Marin Cilic,Feb 17 2014,Delray Beach,S,John Isner,FALSE,18,cluster_2,-0.47,5
77,31,Ernests Gulbis,$1.703,Ernests Gulbis,Feb 17 2014,Marseille,F,Jo-Wilfried Tsonga,FALSE,40,cluster_4,-0.41,7
69,34,Grigor Dimitrov,$2.915,Grigor Dimitrov,Feb 24 2014,Acapulco,F,Kevin Anderson,FALSE,21,cluster_1,-0.36,8
59,42,David Ferrer,$3.555,Kevin Anderson,Feb 24 2014,Acapulco,Q,Kevin Anderson,FALSE,24,cluster_0,-0.37,4
65,44,Roger Federer,$2.298,Roger Federer,Feb 24 2014,Dubai,F,Tomas Berdych,FALSE,18,cluster_4,-0.23,2
62,29,Jo-Wilfried Tsonga,$1.384,Tomas Berdych,Feb 24 2014,Dubai,Q,Tomas Berdych,FALSE,20,cluster_1,0.2,3
65,30,Kevin Anderson,$1.484,Grigor Dimitrov,Feb 24 2014,Acapulco,F,Grigor Dimitrov,FALSE,18,cluster_0,0.03,7
56,40,Ernests Gulbis,$1.830,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,Grigor Dimitrov,FALSE,20,cluster_1,0.09,7
63,32,Stan Wawrinka,$1.081,Stan Wawrinka,Feb 24 2014,Australian Open Slam,Quarter Final,Novak Djokovic,FALSE,40,cluster_4,-0.14,9
63,31,Novak Djokovic,$4.960,Roger Federer,Feb 24 2014,Dubai,S,Roger Federer,FALSE,39,cluster_0,1.19,12
57,40,Kevin Anderson,$1.359,Kevin Anderson,Feb 24 2014,Acapulco,Q,David Ferrer,FALSE,24,cluster_3,1.33,10
59,43,Grigor Dimitrov,$2.125,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,Ernests Gulbis,FALSE,21,cluster_1,-0.01,4
70,37,Tomas Berdych,$3.397,Tomas Berdych,Feb 24 2014,Dubai,Q,Jo-Wilfried Tsonga,FALSE,36,cluster_0,-0.73,11
82,44,Roger Federer,$5.209,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Kevin Anderson,FALSE,13,cluster_4,-0.86,4
57,39,Stan Wawrinka,$4.426,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Kevin Anderson,FALSE,14,cluster_0,-0.51,2
66,30,Lleyton Hewitt,$1.376,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Kevin Anderson,FALSE,18,cluster_1,-0.04,3
67,35,Tommy Haas,$1.922,Tommy Haas,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Jeremy Chardy,FALSE,17,cluster_3,-0.03,5
65,35,Novak Djokovic,$5.489,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Marin Cilic,FALSE,10,cluster_0,-0.23,4
58,26,Tommy Robredo,$1.341,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Marin Cilic,FALSE,11,cluster_4,0.01,1
67,39,Ernests Gulbis,$2.058,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Grigor Dimitrov,FALSE,16,cluster_1,0.09,4
57,32,John Isner,$1.219,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,Novak Djokovic,FALSE,28,cluster_2,0.83,7
64,34,Marin Cilic,$1.198,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Novak Djokovic,FALSE,30,cluster_4,0.35,9
68,36,Roger Federer,$1.226,Roger Federer,Mar 3 2014,Dubai,S,Novak Djokovic,FALSE,35,cluster_4,-0.03,7
55,17,Kevin Anderson,$1.212,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Roger Federer,FALSE,33,cluster_3,1.59,5
59,30,Tommy Haas,$1.214,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Roger Federer,FALSE,34,cluster_0,1.38,12
55,34,Tomas Berdych,$1.719,Roger Federer,Mar 3 2014,Dubai,F,Roger Federer,FALSE,38,cluster_1,0.61,8
77,43,Ernests Gulbis,$1.792,Ernests Gulbis,Mar 3 2014,Marseille,S,Richard Gasquet,FALSE,5,cluster_3,0.09,1
71,34,John Isner,$1.735,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,Ernests Gulbis,FALSE,17,cluster_2,-0.16,5
60,32,Grigor Dimitrov,$1.883,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Ernests Gulbis,FALSE,19,cluster_4,0.54,8
69,33,Kevin Anderson,$3.444,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,Lleyton Hewitt,FALSE,7,cluster_0,-0.07,1
67,42,Novak Djokovic,$5.085,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,John Isner,FALSE,12,cluster_2,-0.45,3
65,28,Ernests Gulbis,$2.270,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,John Isner,FALSE,13,cluster_3,-0.08,3
70,26,Fernando Verdasco,$1.629,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,John Isner,FALSE,14,cluster_0,0.12,4
66,36,Juan Martin Del Potro,$2.593,Juan Martin Del Potro,Mar 3 2014,Rotterdam,R32,Gael Monfils,FALSE,9,cluster_4,0.17,1
73,41,Marin Cilic,$3.689,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Tommy Robredo,FALSE,14,cluster_4,-0.33,5
58,31,Richard Gasquet,$3.156,Fernando Verdasco,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Fernando Verdasco,FALSE,12,cluster_2,0.2,5
68,37,Tommy Haas,$2.095,Tommy Haas,Mar 3 2014,Rotterdam,R32,Fernando Verdasco,FALSE,14,cluster_3,-0.04,7
60,42,Kevin Anderson,$1.264,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,Stan Wawrinka,FALSE,20,cluster_1,0.3,6
40,23,Andreas Seppi,$1.127,Stan Wawrinka,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,Stan Wawrinka,FALSE,21,cluster_4,0.74,6
73,31,John Isner,$2.317,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Nicolas Almagro,FALSE,21,cluster_1,0.11,6
69,38,Richard Gasquet,$2.087,Richard Gasquet,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Kevin Anderson,FALSE,9,cluster_1,0.05,3
58,23,John Isner,$1.412,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Tomas Berdych,FALSE,14,cluster_2,0.96,7
64,44,Novak Djokovic,$20.546,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Jeremy Chardy,FALSE,14,cluster_0,-0.2,1
72,34,Kei Nishikori,$1.883,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Grigor Dimitrov,FALSE,14,cluster_0,0.03,4
63,23,Tommy Robredo,$1.055,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Novak Djokovic,FALSE,16,cluster_0,0.66,3
55,35,Jeremy Chardy,$1.033,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Novak Djokovic,FALSE,24,cluster_2,0.82,6
65,33,Roger Federer,$1.578,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,F,Novak Djokovic,FALSE,25,cluster_4,-0.07,5
46,21,Richard Gasquet,$1.160,Roger Federer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Roger Federer,FALSE,24,cluster_3,0.75,7
66,34,Novak Djokovic,$2.610,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,F,Roger Federer,FALSE,29,cluster_2,-0.03,8
55,42,Kei Nishikori,$1.592,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,David Ferrer,FALSE,18,cluster_4,0.2,4
50,27,Andreas Seppi,$1.135,David Ferrer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,David Ferrer,FALSE,22,cluster_0,1.43,6
69,40,Roger Federer,$5.170,Roger Federer,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R16,Tommy Haas,FALSE,10,cluster_1,-0.35,3
52,39,Kei Nishikori,$2.828,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,Tommy Haas,FALSE,11,cluster_2,0.02,2
64,32,Jeremy Chardy,$2.014,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R64,Tommy Haas,FALSE,12,cluster_4,0.12,2
76,41,Tomas Berdych,$3.237,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,John Isner,FALSE,9,cluster_2,-0.28,2
68,26,Nicolas Almagro,$1.708,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,John Isner,FALSE,10,cluster_0,0.06,3
59,29,Milos Raonic,$1.145,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Rafael Nadal,FALSE,27,cluster_2,1.08,12
52,17,Lleyton Hewitt,$1.072,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,Rafael Nadal,FALSE,35,cluster_0,0.77,5
60,40,Roger Federer,$5.973,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Kei Nishikori,FALSE,19,cluster_4,0.21,4
57,44,David Ferrer,$2.571,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Kei Nishikori,FALSE,20,cluster_4,0.21,5
65,27,Grigor Dimitrov,$2.058,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Kei Nishikori,FALSE,22,cluster_0,0.32,5
60,47,Tommy Haas,$1.507,Tommy Haas,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R32,Kei Nishikori,FALSE,24,cluster_1,-0.27,6
70,40,Rafael Nadal,$6.958,Rafael Nadal,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,Milos Raonic,FALSE,34,cluster_3,-1.03,12
76,36,Novak Djokovic,$14.508,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,Tommy Robredo,FALSE,11,cluster_4,-0.22,3
72,50,David Ferrer,$7.365,David Ferrer,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,Andreas Seppi,FALSE,13,cluster_3,-0.33,2
73,29,John Isner,$2.480,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Indian Wells,R16,Fernando Verdasco,FALSE,11,cluster_3,-0.05,2
59,39,Kei Nishikori,$1.177,Kei Nishikori,Apr 4 2014,ATP World Tour Masters 1000 Miami,Q,Roger Federer,FALSE,23,cluster_1,0.32,7
62,36,Fernando Verdasco,$1.540,Fernando Verdasco,Apr 7 2014,Houston,F,Nicolas Almagro,FALSE,13,cluster_4,0.58,5
80,35,Gael Monfils,$2.760,Gael Monfils,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Kevin Anderson,FALSE,6,cluster_4,-0.26,1
60,48,David Ferrer,$3.378,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Grigor Dimitrov,FALSE,11,cluster_1,0.05,1
71,38,Stan Wawrinka,$1.692,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,S,David Ferrer,FALSE,11,cluster_1,-0.15,2
53,41,Rafael Nadal,$8.885,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,David Ferrer,FALSE,15,cluster_4,0.04,2
51,39,Grigor Dimitrov,$1.387,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,David Ferrer,FALSE,16,cluster_4,0.86,6
43,26,Jeremy Chardy,$1.110,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,David Ferrer,FALSE,17,cluster_0,1.12,5
61,30,Kevin Anderson,$1.859,Richard Gasquet,Apr 13 2014,ATP World Tour Masters 1000 Miami,R32,Richard Gasquet,FALSE,2,cluster_2,0,0
68,41,Fernando Verdasco,$1.428,Fernando Verdasco,Apr 13 2014,ATP World Tour Masters 1000 Indian Wells,R32,Richard Gasquet,FALSE,4,cluster_1,0,0
64,19,Kevin Anderson,$1.527,Gael Monfils,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Gael Monfils,FALSE,5,cluster_1,0,0
58,46,David Ferrer,$1.106,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Rafael Nadal,FALSE,18,cluster_3,-0.22,2
44,31,Andreas Seppi,$1.014,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Rafael Nadal,FALSE,22,cluster_4,1.39,7
73,32,Stan Wawrinka,$3.353,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Milos Raonic,FALSE,25,cluster_3,-0.84,8
65,22,Tommy Robredo,$2.116,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Milos Raonic,FALSE,29,cluster_4,1.13,8
77,34,Milos Raonic,$1.837,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Tommy Robredo,FALSE,7,cluster_4,0,2
68,55,Rafael Nadal,$32.211,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Andreas Seppi,FALSE,8,cluster_3,0,0
58,31,Mikhail Youzhny,$1.948,Andreas Seppi,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Andreas Seppi,FALSE,10,cluster_2,0.14,5
65,43,Roger Federer,$4.118,Roger Federer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Jo-Wilfried Tsonga,FALSE,19,cluster_0,-0.04,4
63,37,Nicolas Almagro,$2.720,Fernando Verdasco,Apr 13 2014,Houston,F,Fernando Verdasco,FALSE,6,cluster_0,-0.08,2
64,30,Roger Federer,$2.357,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,F,Stan Wawrinka,FALSE,5,cluster_2,0.02,1
61,28,David Ferrer,$2.347,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,S,Stan Wawrinka,FALSE,6,cluster_2,0.08,2
67,26,Milos Raonic,$1.391,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Stan Wawrinka,FALSE,7,cluster_0,0,0
68,41,Andreas Seppi,$1.985,Andreas Seppi,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Mikhail Youzhny,FALSE,9,cluster_0,-0.3,3
62,43,Rafael Nadal,$7.041,Nicolas Almagro,Apr 21 2014,Barcelona,Q,Nicolas Almagro,FALSE,4,cluster_3,0,1
53,27,Fernando Verdasco,$1.957,Nicolas Almagro,Apr 21 2014,Barcelona,R16,Nicolas Almagro,FALSE,5,cluster_0,0,0
68,31,Tommy Robredo,$2.240,Marin Cilic,Apr 21 2014,Barcelona,R16,Marin Cilic,FALSE,6,cluster_0,-0.04,2
74,43,Kei Nishikori,$2.317,Kei Nishikori,Apr 21 2014,Barcelona,S,Ernests Gulbis,FALSE,11,cluster_2,-0.06,2
56,37,Nicolas Almagro,$1.143,Nicolas Almagro,Apr 21 2014,Barcelona,Q,Rafael Nadal,FALSE,15,cluster_2,0.64,6
56,26,Ernests Gulbis,$1.708,Kei Nishikori,Apr 21 2014,Barcelona,S,Kei Nishikori,FALSE,11,cluster_2,0.17,2
45,34,Marin Cilic,$1.625,Kei Nishikori,Apr 21 2014,Barcelona,Q,Kei Nishikori,FALSE,12,cluster_3,0.6,4
68,31,Marin Cilic,$1.752,Marin Cilic,Apr 21 2014,Barcelona,R16,Tommy Robredo,FALSE,5,cluster_1,0,0
72,46,Nicolas Almagro,$1.976,Nicolas Almagro,Apr 21 2014,Barcelona,R16,Fernando Verdasco,FALSE,4,cluster_4,0.1,1
62,34,Andreas Seppi,$1.445,Tommy Haas,Apr 28 2014,Munich,Q,Tommy Haas,FALSE,8,cluster_4,0.08,1
65,37,Tommy Haas,$3.075,Tommy Haas,Apr 28 2014,Munich,Q,Andreas Seppi,FALSE,4,cluster_0,-0.15,2
80,46,Tomas Berdych,$5.459,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Kevin Anderson,FALSE,4,cluster_4,0,0
72,41,Rafael Nadal,$6.296,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Tomas Berdych,FALSE,4,cluster_4,-0.1,1
66,32,Grigor Dimitrov,$1.713,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Tomas Berdych,FALSE,5,cluster_1,0.01,2
53,20,Kevin Anderson,$1.199,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Tomas Berdych,FALSE,6,cluster_2,-0.08,2
80,40,Milos Raonic,$3.693,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Jeremy Chardy,FALSE,6,cluster_1,-0.07,1
70,38,Ernests Gulbis,$2.480,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Marin Cilic,FALSE,4,cluster_0,0,0
67,33,Tomas Berdych,$2.308,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Grigor Dimitrov,FALSE,5,cluster_0,0.01,2
75,38,Roger Federer,$1.334,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,S,Novak Djokovic,FALSE,7,cluster_4,0.09,2
55,22,Rafael Nadal,$1.729,Novak Djokovic,May 5 2014,ATP World Tour Masters 1000 Miami,F,Novak Djokovic,FALSE,14,cluster_0,0.39,2
69,35,Stan Wawrinka,$1.687,Stan Wawrinka,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,F,Roger Federer,FALSE,10,cluster_2,-0.06,2
61,24,Novak Djokovic,$3.738,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,S,Roger Federer,FALSE,11,cluster_0,-0.04,1
56,34,Jo-Wilfried Tsonga,$1.292,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Roger Federer,FALSE,12,cluster_1,0.07,4
62,32,Kei Nishikori,$1.605,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,S,David Ferrer,FALSE,4,cluster_2,-0.02,1
63,30,Ernests Gulbis,$1.428,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,David Ferrer,FALSE,5,cluster_2,0.29,2
60,19,John Isner,$1.319,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,David Ferrer,FALSE,6,cluster_2,0.36,3
69,36,David Ferrer,$3.156,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Ernests Gulbis,FALSE,7,cluster_2,-0.01,1
61,29,Marin Cilic,$1.629,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Ernests Gulbis,FALSE,8,cluster_4,0.28,3
80,39,David Ferrer,$3.860,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,John Isner,FALSE,5,cluster_2,-0.09,1
58,30,Kei Nishikori,$1.131,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,F,Rafael Nadal,FALSE,7,cluster_2,0,3
58,27,Tomas Berdych,$1.165,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Rafael Nadal,FALSE,11,cluster_0,0.3,2
70,30,Kei Nishikori,$2.834,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Milos Raonic,FALSE,15,cluster_0,0.32,6
60,20,Jeremy Chardy,$1.340,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Milos Raonic,FALSE,19,cluster_4,0.93,7
67,41,Fernando Verdasco,$3.151,Fernando Verdasco,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Andreas Seppi,FALSE,3,cluster_0,-0.07,1
58,32,Andreas Seppi,$1.429,Fernando Verdasco,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Fernando Verdasco,FALSE,3,cluster_2,0.12,1
72,26,Jo-Wilfried Tsonga,$3.323,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Kevin Anderson,FALSE,2,cluster_3,0,0
70,40,Grigor Dimitrov,$1.661,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Tomas Berdych,FALSE,2,cluster_4,0,0
69,38,Milos Raonic,$3.555,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Jeremy Chardy,FALSE,2,cluster_3,0,0
62,34,Roger Federer,$7.670,Jeremy Chardy,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Jeremy Chardy,FALSE,4,cluster_3,-0.07,1
50,20,Tommy Haas,$1.467,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Grigor Dimitrov,FALSE,2,cluster_2,0,0
59,29,Tomas Berdych,$2.409,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Grigor Dimitrov,FALSE,3,cluster_4,0,0
51,34,Rafael Nadal,$2.236,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,F,Novak Djokovic,FALSE,2,cluster_1,0.17,1
65,30,Milos Raonic,$1.160,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,S,Novak Djokovic,FALSE,3,cluster_4,0,0
