p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
50.0,27.0,Florian Mayer,$1.357,Grigor Dimitrov,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R16,Grigor Dimitrov,false,70.0,cluster_7
52.0,24.0,Janko Tipsarevic,$2.105,Grigor Dimitrov,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R32,Grigor Dimitrov,false,71.0,cluster_1
50.0,37.0,Xavier Malisse,$1.370,Grigor Dimitrov,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,R64,Grigor Dimitrov,false,72.0,cluster_0
62.0,41.0,Andy Murray,$8.550,Andy Murray,Mar 18 2013,ATP World Tour Masters 1000 Miami,R32,Grigor Dimitrov,false,73.0,cluster_6
68.0,34.0,Simone Bolelli,$1.244,Grigor Dimitrov,Mar 18 2013,ATP World Tour Masters 1000 Miami,R64,Grigor Dimitrov,false,74.0,cluster_4
72.0,42.0,Novak Djokovic,$23.285,Novak Djokovic,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R32,Grigor Dimitrov,false,75.0,cluster_3
65.0,16.0,Matthew Ebden,$1.279,Grigor Dimitrov,Mar 6 2013,ATP World Tour Masters 1000 Indian Wells,R64,Grigor Dimitrov,false,76.0,cluster_5
73.0,35.0,Juan Martin Del Potro,$4.632,Juan Martin Del Potro,Feb 11 2013,Rotterdam,S,Grigor Dimitrov,false,77.0,cluster_2
65.0,28.0,Marcos Baghdatis,$1.891,Grigor Dimitrov,Feb 11 2013,Rotterdam,Q,Grigor Dimitrov,false,78.0,cluster_4
63.0,16.0,Nikolay Davydenko,$2.046,Grigor Dimitrov,Feb 11 2013,Rotterdam,R16,Grigor Dimitrov,false,79.0,cluster_5
62.0,31.0,Bernard Tomic,$2.230,Grigor Dimitrov,Feb 11 2013,Rotterdam,R32,Grigor Dimitrov,false,80.0,cluster_4
75.0,44.0,Julien Benneteau,$1.611,Julien Benneteau,Jan 14 2013,Australian Open Slam,Round of 128,Grigor Dimitrov,false,81.0,cluster_3
77.0,48.0,Fabio Fognini,$1.288,Fabio Fognini,Jan 7 2013,Sydney,R32,Grigor Dimitrov,false,82.0,cluster_3
67.0,38.0,Andy Murray,$6.349,Andy Murray,Dec 31 2012,Brisbane,F,Grigor Dimitrov,false,83.0,cluster_6
65.0,30.0,Marcos Baghdatis,$1.914,Grigor Dimitrov,Dec 31 2012,Brisbane,S,Grigor Dimitrov,false,84.0,cluster_4
52.0,29.0,Jurgen Melzer,$1.432,Grigor Dimitrov,Dec 31 2012,Brisbane,Q,Grigor Dimitrov,false,85.0,cluster_7
74.0,21.0,Milos Raonic,$2.868,Grigor Dimitrov,Dec 31 2012,Brisbane,R16,Grigor Dimitrov,false,86.0,cluster_5
62.0,25.0,Brian Baker,$1.390,Grigor Dimitrov,Dec 31 2012,Brisbane,R32,Grigor Dimitrov,false,87.0,cluster_4
76.0,32.0,Juan Monaco,$2.056,Juan Monaco,Oct 29 2012,ATP World Tour Masters 1000 Paris,R32,Grigor Dimitrov,false,88.0,cluster_2
63.0,26.0,Jurgen Melzer,$1.663,Grigor Dimitrov,Oct 29 2012,ATP World Tour Masters 1000 Paris,R64,Grigor Dimitrov,false,89.0,cluster_4
