tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
ATP World Tour Masters 1000 Monte Carlo,Grigor Dimitrov,Janko Tipsarevic,Grigor Dimitrov,R32,94,7,54,85,65,35,65,44,,,,,,,76,47,0,51,64,40,14,,100,,,,,,,52,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=3&p=D875
Brisbane,Grigor Dimitrov,Milos Raonic,Grigor Dimitrov,R16,61,10,50,100,57,12,57,66,,,,,,,78,25,4,55,87,57,0,,0,,,,,,,74,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=4&p=D875
ATP World Tour Masters 1000 Monte Carlo,Grigor Dimitrov,Florian Mayer,Grigor Dimitrov,R16,67,4,63,80,58,44,58,57,,,,,,,72,49,1,65,55,42,20,,33,,,,,,,50,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=4&p=D875
Barcelona,Grigor Dimitrov,Tommy Robredo,Tommy Robredo,R32,79,1,66,53,47,34,47,33,,,,,,,51,31,1,56,65,72,46,,62,,,,,,,68,48,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2013&r=3&p=R419
ATP World Tour Masters 1000 Monte Carlo,Grigor Dimitrov,Rafael Nadal,Rafael Nadal,Q,129,8,53,78,45,34,45,37,,,,,,,63,39,2,79,65,44,21,,66,,,,,,,60,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=5&p=N409
Basel,Grigor Dimitrov,Paul-Henri Mathieu,Paul-Henri Mathieu,Q,121,15,56,71,45,15,45,40,,,,,,,60,32,2,57,84,45,28,,40,,,,,,,67,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2012&r=5&p=M850
Stockholm,Grigor Dimitrov,Marius Copil,Grigor Dimitrov,R32,80,6,52,76,54,32,54,33,,,,,,,66,42,5,58,67,42,23,,0,,,,,,,57,33,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2013&r=3&p=D875
ATP World Tour Masters 1000 Madrid,Grigor Dimitrov,Stan Wawrinka,Stan Wawrinka,R16,102,4,67,66,50,32,50,50,,,,,,,60,35,3,71,67,56,34,,57,,,,,,,64,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=4&p=W367
ATP World Tour Masters 1000 Rome,Grigor Dimitrov,Marcos Baghdatis,Grigor Dimitrov,R64,67,8,77,82,35,32,35,40,,,,,,,72,33,5,69,67,62,17,,0,,,,,,,66,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2013&r=2&p=D875
ATP World Tour Masters 1000 Madrid,Grigor Dimitrov,Novak Djokovic,Grigor Dimitrov,R32,186,13,53,72,52,34,52,36,,,,,,,63,36,5,72,65,57,27,,16,,,,,,,63,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2013&r=3&p=D875
Stockholm,Grigor Dimitrov,Jan-Lennard Struff,Grigor Dimitrov,R16,61,8,56,95,55,47,55,50,,,,,,,78,49,1,72,52,46,4,,0,,,,,,,50,21,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2013&r=4&p=D875
